no,sentence,case,label_adam,reason_adam,label_anthony,reason_anthony,label_yoshua,reason_yoshua
2687,"Misalnya menghadapi preman, menghadapi orang baik,",fw,,,,,,
2688,itu horizontal.,fw,,,,,,
2689,"Ada juga yang vertikal,",fw,,,,,,
2690,"misalnya gubernur membuat satu kebijakan,",fw,,,,,,
2691,"ternyata ada unsur korupsi di dalamnya,",fw,,,,,,
2692,"dan kita mau mengatakan,",fw,,,,,,
2693,jangan dong masuk korupsi untuk hituan gitu.,fw,,,,,,
2694,"Misalnya, ada satu jalur kereta dibuat nih misalnya,",fw,,,,,,
2695,"ternyata saya sebagai warga negara,",fw,,,,,,
2696,"dengan data yang memadai,",fw,,,,,,
2697,menemukan bahwa itu ada unsur korupsi.,fw,,,,,,
2698,"Saya bakar deh stasiunnya,",fw,,,,,,
2699,nah itu yang tidak beradab.,fw,,,,,,
2700,"Tapi kalau saya bilang kemudian,",fw,,,,,,
2701,"saya tulislah di Whatsapp group,",fw,,,,,,
2702,"berdasarkan sumber-sumber ini,",fw,,,,,,
2703,"saya menemukan data berikut,",fw,,,,,,
2704,dan seterusnya.,fw,,,,,,
2705,"Dengan demikian, dengan mudah saya bisa simpulkan,",fw,,,,,,
2706,bahwa ada praktek penyelewengan keuangan negara dalam kasus ini.,fw,,,,,,
2707,"Oleh karena itu, saya memprotes.",fw,,,,,,
2708,"Sebelum urusan ini diselesaikan,",fw,,,,,,
2709,"dan diluruskan masalah ini,",fw,,,,,,
2710,sebaiknya proyek ini jangan dulu dilanjutkan dong.,fw,,,,,,
2711,"Dan Pak Gubernur punya hak untuk merespon itu,",fw,,,,,,
2712,dan mengatakan bahwa gak benar tuh.,fw,,,,,,
2713,Datanya salah.,fw,,,,,,
2714,"Datamu ini saya sudah perbaiki dengan data ini,",fw,,,,,,
2715,tolong ditakar kembali.,fw,,,,,,
2716,Jadinya dialektikai.,fw,,,,,,
2717,Itulah yang beradab.,fw,,,,,,
2718,"Jadi kita tidak bisa,",fw,,,,,,
2719,"misalnya mempunyai sepihak orang lain,",fw,,,,,,
2720,"ya sejajar maupun ke atas ya,",fw,,,,,,
2721,"misalnya ke orang lain kita bilang,",fw,,,,,,
2722,kamu itu nampak *** ya?,fw,,,,,,
2723,"Gak bisa diharapin kamu itu ya,",fw,,,,,,
2724,*** kamu itu ya.,fw,,,,,,
2725,Kita tidak bisa ngomong begitu aja ke orang.,fw,,,,,,
2726,"Terus punya ekspektasi bahwa,",fw,,,,,,
2727,"itu phonis final yang kita keluarkan,",fw,,,,,,
2728,tanpa orang lain akan bereaksi.,fw,,,,,,
2729,Inilah demokrasi ya konsekuensi.,fw,,,,,,
2730,Kalau di totalitarian.,fw,,,,,,
2731,"Kalau ada *** keluar segala macam,",fw,,,,,,
2732,itu ada konsekuensi dalam sistem demokrasi dalam proses itu.,fw,,,,,,
2733,"Nah yang seringkali saya khawatirkan itu adalah,",fw,,,,,,
2734,"bahwa orang yang sedang melakukan sesuatu,",fw,,,,,,
2735,"bisa jadi dia itu bagian dari penyakit demokrasi,",fw,,,,,,
2736,atau dia sedang menyediakan obat.,fw,,,,,,
2737,Obat yang pahit.,fw,,,,,,
2738,Yang pahit buat demokrasi.,fw,,,,,,
2739,Nah itu berbeda itu.,fw,,,,,,
2740,"Karena gini,",fw,,,,,,
2741,"kebaikan demokrasi itu tidak akan terjadi,",fw,,,,,,
2742,"kalau semuanya hanya,",fw,,,,,,
2743,"yaudah boleh, oke deh Bapak pemimpinnya Bapak benar.",fw,,,,,,
2744,"Walaupun kita secara moral tahu itu salah,",fw,,,,,,
2745,"semuanya kita tahu salah,",fw,,,,,,
2746,"tapi kita memilih untuk enggak ngapa-ngapain,",fw,,,,,,
2747,bahkan membenarkan.,fw,,,,,,
2748,"Tapi di sisi lain,",fw,,,,,,
2749,"kita juga enggak boleh langsung obong,",fw,,,,,,
2750,"langsung bakar,",fw,,,,,,
2751,"langsung makar,",fw,,,,,,
2752,"langsung turun ke jalan,",fw,,,,,,
2753,"pokoknya enggak mau tahu gue yang paling benar,",fw,,,,,,
2754,lo semua salah.,fw,,,,,,
2755,Itu juga enggak boleh.,fw,,,,,,
2756,Itulah rumitnya demokrasi itu.,fw,,,,,,
2757,"Karena dalam demokrasi itu,",fw,,,,,,
2758,segala sesuatu simpatnya interaktif.,fw,,,,,,
2759,Saya ambilkan contoh yang relate sama yang sedang berkembang di luar sekarang kan.,fw,,,,,,
2760,"Ketika misalnya seorang kepala negara,",fw,,,,,,
2761,dituduh menjual negara.,fw,,,,,,
2762,Lalu kemudian ada warga negara yang menyuarakan itu.,fw,,,,,,
2763,Tambahannya menggunakan kata-kata yang sarkastik.,fw,,,,,,
2764,"Kita harus cepat-cepat bisa merumuskan nih,",fw,,,,,,
2765,"warga negara itu,",fw,,,,,,
2766,"sumber masalah atau penyakit demokrasi,",fw,,,,,,
2767,atau dia sedang mencari obat yang pahit buat demokrasi.,fw,,,,,,
2768,Pada saat itu kita bisa memosisikan diri kita dengan lebih sehat.,fw,,,,,,
2769,"Berarti balik lagi,",fw,,,,,,
2770,"kalau membenahin itu dari bawah,",fw,,,,,,
2771,"dan harus cocok juga,",fw,,,,,,
2772,kan memang pemimpin itu cerminan rakyatnya.,fw,,,,,,
2773,"Berarti kalau rakyatnya itu memang sudah kita kumpul sama orang-orang yang baik,",fw,,,,,,
2774,"kita bersatu dengan yang baik dan lain sebagainya,",fw,,,,,,
2775,"mengingatkan bahwa ini adalah praktek korupsi,",fw,,,,,,
2776,"bahwa mengingatkan ini adalah dana yang tiba-tiba masuk ke transfer,",fw,,,,,,
2777,"ke rekening Anda,",fw,,,,,,
2778,"ayo balikin dong kalau memang bukan hak Anda,",fw,,,,,,
2779,"dan seterusnya itu kan kita kumpul,",fw,,,,,,
2780,"kita ngasih tahu bahwa orang-orang jadi secara nggak langsung,",fw,,,,,,
2781,"mereka akan melihat bahwa,",fw,,,,,,
2782,"oh kalau ini berarti yang pas kayak gini nih,",fw,,,,,,
2783,itu poinnya.,fw,,,,,,
2784,Berarti kalau untuk dampak kepengusahaan itu sendiri gimana?,fw,,,,,,
2785,"Dengan adanya nanti 2024,",fw,,,,,,
2786,"dengan sekarang konsepnya adalah di tahun politik misalnya,",fw,,,,,,
2787,dan lain sebagainya.,fw,,,,,,
2788,Lu nanya untuk milih siapa?,fw,,,,,,
2789,Bukan dong.,fw,,,,,,
2790,"Bukan, saya nggak lagi ngarah ke sana teman-teman,",fw,,,,,,
2791,"tapi lebih kepada pengusahaan ini gimana nih,",fw,,,,,,
2792,"kadang di ABC juga,",fw,,,,,,
2793,"apakah nggak ada dampak apa-apa nggak masalah,",fw,,,,,,
2794,"yang penting gue jalan-jalan aja,",fw,,,,,,
2795,"gue taat pajak kok,",fw,,,,,,
2796,gue nganggur situ-situ.,fw,,,,,,
2797,Lu nanya cara ukurnya ya?,fw,,,,,,
2798,"Iya itu,",fw,,,,,,
2799,"soalnya sementara kan kayaknya pengusahaan juga,",fw,,,,,,
2800,kesini-kesini juga kayaknya nggak ada dampak apa-apa gitu.,fw,,,,,,
2801,"Saya maaf sih sebelum kangep jawab,",fw,,,,,,
2802,ini ada salah orang-orang kayak Dery sih sebenarnya.,fw,,,,,,
2803,Kenapa sih?,fw,,,,,,
2804,"Karena orang-orang kayak Dery itu yang bentuk brand kan,",fw,,,,,,
2805,"jadi simplifikasi,",fw,,,,,,
2806,"lu sendiri yang bilang kan kasih solusi itu kan simplifikasi bentuk dari memberi solusi,",fw,,,,,,
2807,cuman kan kasih solusi itu kan banyak.,fw,,,,,,
2808,"Tiga calon ini kan,",fw,,,,,,
2809,ataupun empat atau lima mungkin nggak tau sih.,fw,,,,,,
2810,"Jangan langsung tenderisus ketiga dong, ini kan contoh aja.",fw,,,,,,
2811,"Tiga calon ini,",fw,,,,,,
2812,"kan dulu ada namanya juga,",fw,,,,,,
2813,"mungkin ada empat, mungkin ada lima,",fw,,,,,,
2814,"kadang-kadang kita tuh terjebak sama brandingnya gitu loh kan,",fw,,,,,,
2815,"iya kan yang ingin,",fw,,,,,,
2816,"kan orangnya pengen dipersepsikan seperti apa,",fw,,,,,,
2817,"kalau dia punya duit gede ya pasti gampang lah ya,",fw,,,,,,
2818,tinggal mengambil momen-momen itu gitu.,fw,,,,,,
2819,"Kita sebagai warga negara ini gimana nih,",fw,,,,,,
2820,ngambil posisinya?,fw,,,,,,
2821,"Dalam demokrasi itu ada tiga fase yang saling terhubung,",fw,,,,,,
2822,kalau istilah susahnya berjalin ke lindan.,fw,,,,,,
2823,Apa tuh?,fw,,,,,,
2824,Berjalin ke lindan.,fw,,,,,,
2825,"Berjalin ke lindan itu saling terhubung,",fw,,,,,,
2826,secara sibernetik.,fw,,,,,,
2827,"Interconnected, interdependent.",fw,,,,,,
2828,"Ya, interconnected, interdependent.",fw,,,,,,
2829,Satu sama lain yang saling berhubungan terus-menerus.,fw,,,,,,
2830,"Tiga hal itu adalah,",fw,,,,,,
2831,pembentukan kekuasaan.,fw,,,,,,
2832,Pembentukan kekuasaan.,fw,,,,,,
2833,"Atau membentuk kekuasaan, yang kedua menjalankan kekuasaan,",fw,,,,,,
2834,yang ketiga mengawasi dan mengoreksi kekuasaan.,fw,,,,,,
2835,Masih nggak nangkep.,fw,,,,,,
2836,Jadi membentuk kekuasaan.,fw,,,,,,
2837,"Kita bikin pemilu, ada partai politik, kita milih orang,",fw,,,,,,
2838,"orang yang terpilih membentuk kabinet,",fw,,,,,,
2839,itu semua membentuk kekuasaan.,fw,,,,,,
2840,Tapi menjalankan kekuasaan adalah,fw,,,,,,
2841,antara satu pemilu dengan pemilu berikutnya lima tahun.,fw,,,,,,
2842,Itu kita menjalankan kekuasaan.,fw,,,,,,
2843,Kebijakan dibuat.,fw,,,,,,
2844,Langkah-langkah pemerintahan dibuat.,fw,,,,,,
2845,Prioritas dibikin.,fw,,,,,,
2846,Sikap terhadap pengusaha dibikin.,fw,,,,,,
2847,Fasilitas untuk pengusaha dibikin.,fw,,,,,,
2848,Sistem pajak diciptakan.,fw,,,,,,
2849,Iklim investasi dalam negeri dibangun.,fw,,,,,,
2850,Iklim investasi untuk luar dibangun.,fw,,,,,,
2851,Itu semua menjalankan kekuasaan.,fw,,,,,,
2852,Tapi pada saat yang sama ada proses lain yang berjalan.,fw,,,,,,
2853,Yaitu mengawasi dan mengoreksi kekuasaan.,fw,,,,,,
2854,"Nah, pengusaha dalam demokrasi",fw,,,,,,
2855,itu jangan hanya terlibat dalam bagian tertentu dari yang tiga itu.,fw,,,,,,
2856,Tapi tidak integral.,fw,,,,,,
2857,Ketika pengusaha cuma terlibat di satu bagian saja.,fw,,,,,,
2858,"Misalnya jadi bohir, penyedia dana buat pemilu, segala macam.",fw,,,,,,
2859,Tapi dia fasif menunggu jalannya kekuasaan,fw,,,,,,
2860,untuk menangguk sesuatu dari yang sudah dia bantu.,fw,,,,,,
2861,Dia udah salah. Salah juga dalam demokrasi.,fw,,,,,,
2862,Dia ambil peran di tiga-tiganya.,fw,,,,,,
2863,Tiga-tiganya pengusaha itu.,fw,,,,,,
2864,"Dan skenario apapun yang terjadi nanti,",fw,,,,,,
2865,"selama kita ambil perani, tiga-tiganya akan baik.",fw,,,,,,
2866,"Jadi misalnya, perusahaan-perusahaan besar kadang-kadang juga salah.",fw,,,,,,
2867,Mereka senang sekali membuat diskusi.,fw,,,,,,
2868,"Ekonomi dan kelihatan politik, misalnya.",fw,,,,,,
2869,Karena pemilu sudah dekat.,fw,,,,,,
2870,Tapi sebelumnya nggak bikin.,fw,,,,,,
2871,Ketika pemilu sudah selesai.,fw,,,,,,
2872,Jadi seasonal.,fw,,,,,,
2873,"Ketika pemilu sudah selesai, setiap tahun kekuasaan berjalan.",fw,,,,,,
2874,Itu nggak penting lagi.,fw,,,,,,
2875,Dividen aja.,fw,,,,,,
2876,Kan gua dukung lu kemarin.,fw,,,,,,
2877,"Terus kemudian pada soal koreksi, pengawasan,",fw,,,,,,
2878,apalagi nggak mau terlibat.,fw,,,,,,
2879,"Kalau ada orang yang ngoreksi, apaan sih bikin ribut aja gitu.",fw,,,,,,
2880,Atau anak buahnya ingin mengekspresikan sesuatu nggak boleh.,fw,,,,,,
2881,"Jadi sebetulnya, yang harus diperbaiki itu",fw,,,,,,
2882,amat mendasar dalam demokrasi kita itu.,fw,,,,,,
2883,Termasuk perilaku setiap unsur atau elemennya.,fw,,,,,,
2884,Termasuk pengusaha.,fw,,,,,,
2885,Pengusaha itu harus menjadi pengusaha yang sadar demokrasi.,fw,,,,,,
2886,Pelaku demokrasi.,fw,,,,,,
2887,"Pengusaha terlibat dalam pemilu, terlibat dalam pilkada,",fw,,,,,,
2888,"terlibat dalam proses ketika kontestasi terjadi,",fw,,,,,,
2889,"orang berebut jawatan, terlibat.",fw,,,,,,
2890,Wajar.,fw,,,,,,
2891,Kalau dia memilih nggak mau terlibat?,fw,,,,,,
2892,Wajar juga.,fw,,,,,,
2893,Sama seperti orang datang ke TPS atau tidak datang ke TPS.,fw,,,,,,
2894,Itu sejauh bertanggung jawab sama nilainya.,fw,,,,,,
2895,"Yang jelek itu, yang tidak ada nilainya adalah melakukan apapun,",fw,,,,,,
2896,"baik terlibat maupun tidak,",fw,,,,,,
2897,"tapi tidak ada tanggung jawabnya, tidak ada pertimbangannya.",fw,,,,,,
2898,Pertimbangannya hanya untuk haknya dia.,fw,,,,,,
2899,"Pertimbangannya sangat parsial, kelompok,",fw,,,,,,
2900,"mengacu pada kepentingan yang sempit, itu juga keliru.",fw,,,,,,
2901,"Ketika kemudian kekuasaan berjalan,",fw,,,,,,
2902,maka menurut saya para pengusaha itu juga harus,fw,,,,,,
2903,mau berdemokrasi dalam proses itu.,fw,,,,,,
2904,Misalnya perusahaan-perusahaan rokok.,fw,,,,,,
2905,Kebetulan misalnya ketemu presiden baru yang sadar benar,fw,,,,,,
2906,"untuk mengkonvergensikan, mencarikan titik temu",fw,,,,,,
2907,dari kepentingan industri rokok dengan kesehatan publik.,fw,,,,,,
2908,Maka dibuatlah sejumlah kebijakan yang kelihatannya menjadi lebih ketat.,fw,,,,,,
2909,Misalnya cukai rokok dinaikkan.,fw,,,,,,
2910,Sehingga kemudian tingkat konsumsi rokok diharapkan turun.,fw,,,,,,
2911,Karena daya belinya kelewat oleh umumnya masyarakat.,fw,,,,,,
2912,Ya kayak di Singapura kan rokok mahal banget tuh.,fw,,,,,,
2913,Mahal banget.,fw,,,,,,
2914,Terus kemudian pembatasan ruang-ruang publik yang boleh dicemari oleh asap rokok.,fw,,,,,,
2915,Atau mempermalukan ahlul hisab gitu kan.,fw,,,,,,
2916,Tempatnya kan ada di area-area tertentu.,fw,,,,,,
2917,Yang sering oleh sebagian teman saya disebut sebagai ruang bunuh diri masal.,fw,,,,,,
2918,Karena mereka memegang rokok yang tulisannya adalah rokok itu membunuh.,fw,,,,,,
2919,Untung yang tadi disini udah cabut ya.,fw,,,,,,
2920,Apalagi kan keputusan itu dari pemerintah ya.,fw,,,,,,
2921,Keputusan itu dari izin pemerintah ya.,fw,,,,,,
2922,Nah misalnya pengusaha rokok.,fw,,,,,,
2923,Lalu kemudian pemimpin baru ini membuat kebijakan itu.,fw,,,,,,
2924,"Maka mereka boleh itu mengorganisir riset,",fw,,,,,,
2925,"membandingkan berbagai negara,",fw,,,,,,
2926,membiayai kegiatan-kegiatan non-government organization,fw,,,,,,
2927,untuk membuat kepentingan mereka terwakili dalam pembuatan kebijakan dalam industri rokok.,fw,,,,,,
2928,"Ketika itu dilakukan sehat oleh semua pengusaha itu,",fw,,,,,,
2929,pengusaha itu terlibat dalam menjalankan kekuasaan.,fw,,,,,,
2930,"Pengusaha yang sama dulu membantu si A, si B, si C pada saat Pilpres misalnya.",fw,,,,,,
2931,Dukungan mereka beragam katakanlah begitu.,fw,,,,,,
2932,"Mereka terlibat dalam membentuk kekuasaan, dalam melaksanakan kekuasaan secara sehat.",fw,,,,,,
2933,Terlibatkan diri juga dong.,fw,,,,,,
2934,Yang celaka adalah kalau ternyata pemimpinnya sendiri tidak pakai cara demokrasi.,fw,,,,,,
2935,"Dibayar sama pabrik rokok,",fw,,,,,,
2936,terus kemudian nggak pernah lagi memikirkan mengkompromikan industri rokok dengan kesehatan publik.,fw,,,,,,
2937,Itu contoh dibayar sama pabrik rokok.,fw,,,,,,
2938,Ada lagi misalnya.,fw,,,,,,
2939,Bisa juga kan dibayar sama mafia media.,fw,,,,,,
2940,Biar media yang boleh kaya tuh yang ini-ini aja.,fw,,,,,,
2941,Biar media yang bisa bersuara tuh yang ini-ini aja.,fw,,,,,,
2942,Biar media yang kelihatannya yang boleh dipercaya tuh kami-kami aja.,fw,,,,,,
2943,Jangan diem.,fw,,,,,,
2944,"Pengusaha-pengusaha media atau pelaku media, konten kreator dan lain-lain,",fw,,,,,,
2945,"yang merasa tidak menjadi bagian dari media besar yang sedang mengambil kesempatan itu,",fw,,,,,,
2946,harus proaktif.,fw,,,,,,
2947,Untuk ngasih...,fw,,,,,,
2948,Untuk melawan itu.,fw,,,,,,
2949,Melawan si penggoda-penggoda ini.,fw,,,,,,
2950,Dengan cara apa tadi? Beradab sehat.,fw,,,,,,
2951,"Bikin pertemuan, obrolin.",fw,,,,,,
2952,"Padahal lucu ya tadi Kang Ep udah bilang,",fw,,,,,,
2953,untuk para konten kreator itu yang nggak bisa berdampingan dengan media besar gitu ya.,fw,,,,,,
2954,Bener ya?,fw,,,,,,
2955,"Lihat ya, highlight ya media besar.",fw,,,,,,
2956,"Kan udah besar ya, ngapain ngurusin yang kecil ya?",fw,,,,,,
2957,"Anda udah kaya, masa sih nggak mau ngeliat kita nggak boleh kaya gitu?",fw,,,,,,
2958,Satu hal yang lu nggak paham.,fw,,,,,,
2959,"Kan dia besar, masa ngeliat kita...",fw,,,,,,
2960,Justru tadi bilang konten kreator kecil.,fw,,,,,,
2961,"Der, prinsip kerakusan tuh lu belum paham artinya.",fw,,,,,,
2962,Oh iya.,fw,,,,,,
2963,"Prinsip kerakusan itu sudah diberi satu gunung emas,",fw,,,,,,
2964,akan minta gunung emas berikutnya.,fw,,,,,,
2965,"Tidak ada yang terlalu kecil, tidak ada yang terlalu besar.",fw,,,,,,
2966,Ini bisa dipakai untuk melanjutkan kriteria pemimpin yang demokratis tadi.,fw,,,,,,
2967,Gimana tuh Kang?,fw,,,,,,
2968,Gimana?,fw,,,,,,
2969,Semangat banget gue sebenarnya.,fw,,,,,,
2970,Semangat banget.,fw,,,,,,
2971,"Kan kuat, tapi harus lentur.",fw,,,,,,
2972,Betul.,fw,,,,,,
2973,Iya kan?,fw,,,,,,
2974,"Terus kemudian benar, tapi harus toleran.",fw,,,,,,
2975,Nah ini yang kaitan dengan pembicaraan terakhir.,fw,,,,,,
2976,"Dia baik, tapi juga harus bijak.",fw,,,,,,
2977,"Diulangi, diulangi.",fw,,,,,,
2978,Ada juga orang yang...,fw,,,,,,
2979,"Orang ya, saya nggak langsung tendesis kemana ya.",fw,,,,,,
2980,"Ada juga orang yang kelihatan baik, lugu, tapi dalamnya bengis.",fw,,,,,,
2981,"Ya, kalau itu soal lain lagi.",fw,,,,,,
2982,Ya kan ada orang siapapun itu.,fw,,,,,,
2983,Kelihatan...,fw,,,,,,
2984,Enggak tahu siapapun itu.,fw,,,,,,
2985,Jangan gitu dong.,fw,,,,,,
2986,Jangan biarain.,fw,,,,,,
2987,"Tiga urup, dua urup.",fw,,,,,,
2988,Tapi maksud gue gini.,fw,,,,,,
2989,"Enggak, enggak, enggak.",fw,,,,,,
2990,"Kalau Kang Ep bilang tadi katanya harus yang baik dan lentur,",fw,,,,,,
2991,"harus yang begini, begini.",fw,,,,,,
2992,"Enggak, baik dan bijak.",fw,,,,,,
2993,Baik dan bijak.,fw,,,,,,
2994,"Lah, tapi kan ada juga yang casingnya kelihatan baik,",fw,,,,,,
2995,kelihatan lugu.,fw,,,,,,
2996,"Belumnya kan nggak kelihatan,",fw,,,,,,
2997,karena printernya branding orang-orang kayak lu kan.,fw,,,,,,
2998,Diam lagi.,fw,,,,,,
2999,Iya kan?,fw,,,,,,
3000,"Gimana cara bedakan bahwa ini benar-benar tulus,",fw,,,,,,
3001,"ini adalah pencitraan,",fw,,,,,,
3002,"ini adalah playing victim atau tidak, kamuflase.",fw,,,,,,
3003,"Ini kayak gini-gini kan susah dibedakan,",fw,,,,,,
3004,"karena semuanya dianggapnya lugu,",fw,,,,,,
3005,baik di mata rakyat.,fw,,,,,,
3006,Itu aja poinnya.,fw,,,,,,
3007,Salah satu hal yang dalam demokrasi kita harus sangat hati-hati itu adalah,fw,,,,,,
3008,"ketika kompetisi terjadi,",fw,,,,,,
3009,"ketika kontestasi terjadi,",fw,,,,,,
3010,ketika kandidat ini dengan kandidat itu,fw,,,,,,
3011,"dan kandidat yang lain saling bersaing,",fw,,,,,,
3012,waktu persaingan itu pendek.,fw,,,,,,
3013,Waktu persaingan yang pendek,fw,,,,,,
3014,memaksa kita sebagai pemilih untuk menyimpulkan di hari H.,fw,,,,,,
3015,Kalau nanti kan 14 Februari 2024 tuh.,fw,,,,,,
3016,"Kita nggak bisa tuh bilang,",fw,,,,,,
3017,"aduh saya belum final nih pikiran saya,",fw,,,,,,
3018,"saya nyoblosnya 15 Maret deh,",fw,,,,,,
3019,nggak bisa.,fw,,,,,,
3020,"Nggak bisa bro, nggak bisa.",fw,,,,,,
3021,Waktunya pendek.,fw,,,,,,
3022,Salah satu konsekuensinya apa?,fw,,,,,,
3023,"Di dalam politikal marketing,",fw,,,,,,
3024,"yang disebut branding,",fw,,,,,,
3025,itu sebetulnya kan menghubungkan 3 titik kan.,fw,,,,,,
3026,"Positioning, diferensiasi, sama branding.",fw,,,,,,
3027,"Ketika positioning seseorang bertemu dengan diferensiasinya,",fw,,,,,,
3028,maka tumbuhlah apa yang disebut identity kan.,fw,,,,,,
3029,"Ketika diferensiasinya nyambung dengan branding,",fw,,,,,,
3030,"terbentuklah image, citra.",fw,,,,,,
3031,"Ketika brandingnya terhubung dengan positioning,",fw,,,,,,
3032,"terhubunglah integrity, integritas.",fw,,,,,,
3033,Waktu yang pendek itu seringkali hanya bisa membuat kita melihat,fw,,,,,,
3034,salah satu dari yang tiga itu.,fw,,,,,,
3035,Kenapa harus 3 ya?,fw,,,,,,
3036,"Identitas, citra, dan integritas.",fw,,,,,,
3037,"Identitas, citra, dan integritas itu harus kita lihat",fw,,,,,,
3038,lewat proses tertentu yang layak.,fw,,,,,,
3039,"Saya misalnya mau jadi gubernur di satu tempat,",fw,,,,,,
3040,saya bisa mencitrakan bahwa saya bisa menyelesaikan kebakaran hutan,fw,,,,,,
3041,dalam waktu pendek misalnya.,fw,,,,,,
3042,Dengan cara apa?,fw,,,,,,
3043,"Ngomong meyakinkan, kasih program yang meyakinkan,",fw,,,,,,
3044,"dengan didukung oleh banyak sekali hal,",fw,,,,,,
3045,"argumen maupun data yang meyakinkan,",fw,,,,,,
3046,"dan kemudian pemilih pada hari hanya ketika waktu sudah habis,",fw,,,,,,
3047,dia ketika menyimpulkan siapa ya calon gubernur,fw,,,,,,
3048,"yang paling bisa memadamkan kebakaran hutan,",fw,,,,,,
3049,larinya ke saya.,fw,,,,,,
3050,Kenapa?,fw,,,,,,
3051,Apakah karena saya memang bisa punya kemampuan,fw,,,,,,
3052,memadamkan kebakaran hutan?,fw,,,,,,
3053,Bukan.,fw,,,,,,
3054,Apakah karena saya punya track record integritas,fw,,,,,,
3055,sebagai pemadam kebakaran hutan atau penjaga lingkungan?,fw,,,,,,
3056,Bukan juga.,fw,,,,,,
3057,"Tapi karena saya berhasil membangun citra dalam waktu pendek itu,",fw,,,,,,
3058,bahwa saya yang paling mungkin untuk memadamkan kebakaran hutan.,fw,,,,,,
3059,"Branding. Jadi kuncinya memang storynya mungkin harus kuat,",fw,,,,,,
3060,"identitinya harus jelas, image yang nampak.",fw,,,,,,
3061,"Nah jadi kaitannya dengan Derry ini adalah,",fw,,,,,,
3062,mereka yang bergerak di branding itu juga harus demokratis.,fw,,,,,,
3063,Apa itu ciri seorang pembentuk brand yang demokratis dan tidak?,fw,,,,,,
3064,Tidak.,fw,,,,,,
3065,Mereka yang demokratis selalu mementingkan 3 hal itu.,fw,,,,,,
3066,Bukan hanya citra tapi identitas dan juga integritas.,fw,,,,,,
3067,Wah keren. Mahal nih.,fw,,,,,,
3068,"Artinya kita tidak bisa nge-branding orang atau sesuatu,",fw,,,,,,
3069,"hanya dengan mengubah kemasannya sehingga tercitrakan,",fw,,,,,,
3070,itulah produk yang diharapkan.,fw,,,,,,
3071,Jadi Derry juga harus melihat isinya orang yang dibantu.,fw,,,,,,
3072,Oh yang dibantu.,fw,,,,,,
3073,Usahanya.,fw,,,,,,
3074,Maaf kan dipotong.,fw,,,,,,
3075,Memang akan jadi backfire tuh boomerang ketika...,fw,,,,,,
3076,Dalam jangkapan menengah dan panjang.,fw,,,,,,
3077,"Misalnya nanti tahunya si orang ini adalah brand consultant,",fw,,,,,,
3078,tiba-tiba memoles seseorang tapi dia tidak tahu dalamnya.,fw,,,,,,
3079,"Bukannya seperti itu, karena mungkin dia juga baru tahu,",fw,,,,,,
3080,yang penting menang dan seterusnya.,fw,,,,,,
3081,"Apapun itu bentuknya, mau itu terhadap keusahaan,",fw,,,,,,
3082,"ke pemimpin dan segala macamnya, bisa fatal.",fw,,,,,,
3083,"Karena ujung-ujungnya, oke udah gue polos sedemikian rupa,",fw,,,,,,
3084,oke lah dia berkuasa di negeri ini.,fw,,,,,,
3085,Tapi nyatanya dalamnya busuk misalnya.,fw,,,,,,
