no;sentence;case;label_adam;reason_adam;label_anthony;reason_anthony;label_yoshua;reason_yoshua;mdhugol_pred;mdhugol_conf;poerwiyanto_pred;poerwiyanto_conf;hilmansw_pred;hilmansw_conf;ayameRushia_pred;ayameRushia_conf
2412;Mau bunuh orang, mau apa bebas tuh.;fw;;;;;;;negative;0.9952324032783508;positive;0.996618390083313;neutral;0.9998088479042053;negative;0.9998440742492676
2413;Jadi Gorbacob itu masih kuliah, punya teman.;fw;;;;;;;neutral;0.9975982308387756;positive;0.7300453782081604;neutral;0.9998854398727417;neutral;0.9994887113571167
2414;Dalam satu diskusi di kampusnya,;fw;;;;;;;neutral;0.9922438263893127;neutral;0.9976078271865845;neutral;0.999836802482605;neutral;0.998236894607544
2415;temannya Gorbacob tiba-tiba ngutip Adam Smith.;fw;;;;;;;neutral;0.9978060126304626;neutral;0.8948578834533691;neutral;0.999818742275238;neutral;0.9904980063438416
2416;Adam Smith ini kan bapak kapitalisme, bapak liberalisme.;fw;;;;;;;negative;0.9833020567893982;positive;0.9302933812141418;neutral;0.9995790123939514;negative;0.9898797273635864
2417;Bukunya, buku Babon buat dikembangkannya kapitalisme, kira-kira begitu.;fw;;;;;;;neutral;0.7094557285308838;neutral;0.7135811448097229;neutral;0.7509281635284424;negative;0.9961249232292175
2418;Uni Soviet lawannya sosialisme, komunisme.;fw;;;;;;;neutral;0.9831269979476929;positive;0.9254209995269775;negative;0.9983470439910889;negative;0.999006450176239
2419;Dan penguasa pada waktu itu totalitarian, partai komunis Uni Soviet gak bisa dilawan.;fw;;;;;;;negative;0.9899064898490906;positive;0.9968152642250061;negative;0.9979332685470581;negative;0.9998266100883484
2420;Apa yang terjadi kemudian?;fw;;;;;;;negative;0.881847620010376;positive;0.5643541216850281;neutral;0.9785487055778503;negative;0.9985371828079224
2421;Mahasiswa yang baru mengutip Adam Smith itu sejak saat itu hilang gak kembali.;fw;;;;;;;negative;0.9765486121177673;positive;0.9639602899551392;negative;0.9998781681060791;neutral;0.9299323558807373
2422;Jadi boleh apa aja, Der, kalau jadi penguasa.;fw;;;;;;;negative;0.9174433350563049;positive;0.9953711628913879;neutral;0.999883770942688;negative;0.9992203712463379
2423;Tapi kalau sistemnya totalitarian, tanpa batas.;fw;;;;;;;negative;0.48993435502052307;positive;0.9949051141738892;neutral;0.9507814645767212;negative;0.9994611144065857
2424;Otoritarian, ada batasnya sedikit.;fw;;;;;;;negative;0.6191635727882385;positive;0.9930358529090881;negative;0.9979196190834045;negative;0.9997139573097229
2425;Demokrasi, banyak koridornya.;fw;;;;;;;positive;0.9556371569633484;positive;0.4567919075489044;neutral;0.9997641444206238;positive;0.5494920611381531
2426;Sangat terbatas.;fw;;;;;;;negative;0.9754541516304016;negative;0.5109822750091553;neutral;0.9971187114715576;negative;0.776278555393219
2427;Gak boleh ini, gak boleh itu.;fw;;;;;;;negative;0.9651278853416443;positive;0.9831096529960632;neutral;0.9998711347579956;negative;0.9998075366020203
2428;Itu koch yang gue bilang, kenapa begitu ada presiden yang resmi, penguasa yang jadi,;fw;;;;;;;negative;0.9299672842025757;positive;0.979454755783081;neutral;0.9993103742599487;negative;0.9995095729827881
2429;apa segala macam, karena memang sudah ditetapkan.;fw;;;;;;;neutral;0.5904865264892578;neutral;0.4325561821460724;neutral;0.9998857975006104;negative;0.9997994303703308
2430;Mau gak mau kita memang harus taat daripada chaos.;fw;;;;;;;negative;0.9933788776397705;positive;0.9557671546936035;neutral;0.9997140765190125;negative;0.9994181394577026
2431;Itu poinnya kenapa gue wajib taat sama penguasa itu.;fw;;;;;;;negative;0.4947655200958252;positive;0.9694067239761353;neutral;0.999848484992981;positive;0.6028091907501221
2432;Chaos itu harganya jauh lebih mahal.;fw;;;;;;;negative;0.9972694516181946;positive;0.9905989766120911;negative;0.9439764618873596;negative;0.9997902512550354
2433;Kita demo sembarangan, makar, rusuh, rakyat.;fw;;;;;;;negative;0.9970079064369202;positive;0.9984486103057861;negative;0.9998902082443237;negative;0.999841570854187
2434;Namun di sisi lain, ada mekanisme demokrasi ini;fw;;;;;;;neutral;0.9630939364433289;neutral;0.9334534406661987;neutral;0.9998602867126465;neutral;0.9996252059936523
2435;yang untuk memperbaiki dirinya kita gak boleh lupakan.;fw;;;;;;;positive;0.9608528017997742;positive;0.9460293650627136;neutral;0.9998738765716553;negative;0.9993346333503723
2436;Dan disitulah kita perlu ambil peran.;fw;;;;;;;neutral;0.9904330968856812;neutral;0.9747241735458374;neutral;0.9998847246170044;neutral;0.9154954552650452
2437;Dan ini tanggung jawab semua insan yang menghirup ini,;fw;;;;;;;neutral;0.7428699731826782;neutral;0.8243918418884277;neutral;0.9998735189437866;positive;0.9937507510185242
2438;yang artinya juga semua.;fw;;;;;;;neutral;0.9774408936500549;negative;0.9430838227272034;neutral;0.9998726844787598;positive;0.9255539178848267
2439;Tapi kalau kita gak paham apa yang bisa kita lakukan,;fw;;;;;;;negative;0.6787583827972412;positive;0.9870709776878357;neutral;0.9989128112792969;negative;0.9997585415840149
2440;karena kan banyak bicara soal ego salah satu ceritanya di buku Ku itu,;fw;;;;;;;negative;0.6642113327980042;neutral;0.5874928832054138;neutral;0.9998020529747009;negative;0.9919580221176147
2441;ini promo sedikit,;fw;;;;;;;neutral;0.9652780294418335;positive;0.9791198968887329;neutral;0.9996800422668457;negative;0.9854000210762024
2442;ada ego merasa paling benar, tapi ada juga ego merasa paling sengsara.;fw;;;;;;;negative;0.9964336156845093;positive;0.8557330965995789;negative;0.9997804760932922;negative;0.9998354911804199
2443;Kalau, aduh apa sih artinya, aku cuma satu orang,;fw;;;;;;;negative;0.8107791543006897;positive;0.9976981282234192;negative;0.9968414306640625;negative;0.9998137354850769
2444;gak mungkin lah bisa didengar, aku gak punya kasih solusi,;fw;;;;;;;negative;0.9964911341667175;negative;0.938380241394043;negative;0.9883908033370972;negative;0.9995385408401489
2445;yang aku punya adalah kasih problem.;fw;;;;;;;neutral;0.7296785116195679;negative;0.7854785919189453;neutral;0.9998470544815063;negative;0.9990770816802979
2446;Jadi orang gak dengar.;fw;;;;;;;negative;0.9964005947113037;positive;0.9923831820487976;negative;0.9986568689346313;negative;0.9998134970664978
2447;Akhirnya memilih untuk gak ngapa-ngapain, itu juga salah.;fw;;;;;;;negative;0.9942612648010254;positive;0.9942991733551025;negative;0.9916802048683167;negative;0.9998119473457336
2448;Hopeless itu justru gak boleh.;fw;;;;;;;negative;0.9908860921859741;positive;0.9676740765571594;neutral;0.9998666048049927;negative;0.999813973903656
2449;Nah ini jembatan buat saya melanjutkan yang tadi itu.;fw;;;;;;;negative;0.5784826278686523;neutral;0.5991844534873962;neutral;0.9989860653877258;neutral;0.8238142728805542
2450;Jadi nomor satu, cara berpikir kita harus diperbaiki;fw;;;;;;;negative;0.9602292776107788;neutral;0.5557680726051331;negative;0.9998428821563721;positive;0.6411879062652588
2451;dalam memahami demokrasi dan politik.;fw;;;;;;;neutral;0.9892877340316772;neutral;0.8059161305427551;neutral;0.9998770952224731;positive;0.9339479207992554
2452;Bahwa gak bisa dihindari.;fw;;;;;;;negative;0.8654876351356506;positive;0.9922201037406921;neutral;0.9998916387557983;negative;0.9966974258422852
2453;Ada mungkin yang menganggap alergi aku sama demokrasi,;fw;;;;;;;negative;0.7658325433731079;positive;0.9936590790748596;neutral;0.9998753070831299;negative;0.9997195601463318
2454;jangan ngomong demokrasi ya.;fw;;;;;;;negative;0.9959825277328491;positive;0.9779055714607239;neutral;0.9998797178268433;negative;0.9995601773262024
2455;Alergi aku sama politik, jangan ngomong politik.;fw;;;;;;;negative;0.9967143535614014;positive;0.9964866638183594;neutral;0.989642322063446;negative;0.9805572032928467
2456;Kalau orang alergi sama udara,;fw;;;;;;;neutral;0.8933203816413879;positive;0.9951781034469604;neutral;0.9998732805252075;negative;0.9997410178184509
2457;dia tidak bisa menghindari udara.;fw;;;;;;;negative;0.9776225686073303;positive;0.928964376449585;neutral;0.9872643947601318;negative;0.9991298317909241
2458;Tapi kalau dia...;fw;;;;;;;negative;0.9743707180023193;positive;0.9898200631141663;neutral;0.9998711347579956;negative;0.9991924166679382
2459;Alergi pada debu, misalnya dia bisa hindari debu.;fw;;;;;;;neutral;0.8860613107681274;positive;0.8640686273574829;neutral;0.9983872175216675;positive;0.8289625644683838
2460;Karena debu itu tidak melekat dalam hidup kita.;fw;;;;;;;negative;0.9814677834510803;positive;0.9018715023994446;neutral;0.9990478157997131;negative;0.9994528889656067
2461;Udara itu kan dengan sendirinya ada di kita.;fw;;;;;;;negative;0.49857261776924133;positive;0.9296383857727051;neutral;0.9998743534088135;neutral;0.9963615536689758
2462;Jadi kalau orang merasa alergi pada demokrasi,;fw;;;;;;;neutral;0.7651206851005554;positive;0.9862325191497803;neutral;0.9998835325241089;negative;0.9997703433036804
2463;alergi pada politik,;fw;;;;;;;negative;0.9977557063102722;positive;0.9741492867469788;negative;0.9998437166213989;neutral;0.806044340133667
2464;maka dia hanya bisa melakukan adaptasi,;fw;;;;;;;neutral;0.9784818291664124;neutral;0.9891533255577087;neutral;0.9996585845947266;negative;0.9979345798492432
2465;dan sebisanya memperbaiki apa yang membuat dia tidak suka alergi.;fw;;;;;;;neutral;0.48169270157814026;positive;0.9977049231529236;neutral;0.9998708963394165;positive;0.9967834949493408
2466;Maka soal yang keduanya itu adalah,;fw;;;;;;;neutral;0.9770686030387878;positive;0.8751946687698364;neutral;0.9998588562011719;negative;0.7948716282844543
2467;menjadi warga negara,;fw;;;;;;;neutral;0.8474053740501404;neutral;0.9866955280303955;neutral;0.9998537302017212;neutral;0.9986085295677185
2468;bukan hanya sekedar punya pandangan yang tepat;fw;;;;;;;neutral;0.8644423484802246;neutral;0.4604908525943756;neutral;0.9998847246170044;negative;0.7718458771705627
2469;tentang politik dan demokrasi,;fw;;;;;;;neutral;0.9911724925041199;neutral;0.9342992901802063;neutral;0.9998341798782349;neutral;0.9875762462615967
2470;tapi punya cara pandang proaktif.;fw;;;;;;;neutral;0.9828042984008789;neutral;0.8824328780174255;neutral;0.9998483657836914;positive;0.9751515984535217
2471;Itu maksud saya.;fw;;;;;;;neutral;0.6264443397521973;positive;0.9352536797523499;neutral;0.9998825788497925;negative;0.9495266079902649
2472;Jadi ketika...;fw;;;;;;;negative;0.7591520547866821;positive;0.515911340713501;neutral;0.9997326731681824;negative;0.7356284260749817
2473;Sebenarnya di agama itu sudah dijelaskan bahwa;fw;;;;;;;neutral;0.9499950408935547;positive;0.9954896569252014;neutral;0.9998892545700073;negative;0.9312742352485657
2474;kita terpisah-pisah,;fw;;;;;;;negative;0.94134122133255;positive;0.5824173092842102;negative;0.9392668008804321;negative;0.9990712404251099
2475;berpulau-pulau,;fw;;;;;;;neutral;0.7546003460884094;neutral;0.49716126918792725;neutral;0.9995307922363281;positive;0.9990498423576355
2476;berbeda-beda,;fw;;;;;;;negative;0.8859224319458008;negative;0.9603564739227295;neutral;0.9998307228088379;positive;0.9976152181625366
2477;hurf atau budayanya dan lain sebagainya.;fw;;;;;;;neutral;0.8121256232261658;positive;0.9345892667770386;neutral;0.9998657703399658;negative;0.9964879751205444
2478;Jadi ketika memang tadi setuju mengenai udara;fw;;;;;;;neutral;0.98256516456604;neutral;0.9313775897026062;neutral;0.9998886585235596;neutral;0.9506568312644958
2479;yang kita lahir di tanah tercinta,;fw;;;;;;;positive;0.6120399832725525;negative;0.8190526962280273;neutral;0.9998537302017212;neutral;0.9575716257095337
2480;tanah air ini,;fw;;;;;;;positive;0.7187329530715942;positive;0.9192071557044983;neutral;0.9996308088302612;neutral;0.9959914088249207
2481;ya memang begini konsepnya.;fw;;;;;;;neutral;0.9241899847984314;negative;0.7174680829048157;neutral;0.999893069267273;neutral;0.9448233246803284
2482;Nah makanya disitu diterangkan sendiri;fw;;;;;;;neutral;0.7973698973655701;neutral;0.8759209513664246;neutral;0.9998840093612671;negative;0.5536714196205139
2483;sama firman Allah dan lain sebagainya.;fw;;;;;;;negative;0.6219708323478699;positive;0.8342145681381226;neutral;0.9998687505722046;negative;0.6812522411346436
2484;Allah juga mengatakan bahwa disini;fw;;;;;;;neutral;0.9298495650291443;neutral;0.9368467330932617;neutral;0.9998784065246582;positive;0.9148077964782715
2485;setiap negara dan lain sebagainya,;fw;;;;;;;neutral;0.9897291660308838;neutral;0.9706275463104248;neutral;0.9998539686203003;neutral;0.93111252784729
2486;kamu harus taat pada Allah,;fw;;;;;;;positive;0.7958853840827942;negative;0.9006437659263611;neutral;0.9987720847129822;positive;0.9991365075111389
2487;Rasul, dan pemimpin-pemimpin kalian.;fw;;;;;;;neutral;0.7041428089141846;positive;0.4671129584312439;neutral;0.9998667240142822;positive;0.9891768097877502
2488;Artinya,;fw;;;;;;;neutral;0.82731032371521;negative;0.9045618176460266;neutral;0.9998691082000732;positive;0.9821473360061646
2489;mengisyaratkan bahwa;fw;;;;;;;neutral;0.884381115436554;neutral;0.8768943548202515;neutral;0.9998828172683716;positive;0.7083748579025269
2490;memang ada negara-negara ini;fw;;;;;;;neutral;0.6308282017707825;positive;0.821065366268158;neutral;0.9998785257339478;neutral;0.990016520023346
2491;dengan konsepnya masing-masing seperti ini.;fw;;;;;;;neutral;0.9536995887756348;negative;0.7750939130783081;neutral;0.9998601675033569;neutral;0.586511492729187
2492;Nah sekarang kita berada seperti ini,;fw;;;;;;;neutral;0.9387116432189941;positive;0.9775443077087402;neutral;0.9711338877677917;negative;0.9996293783187866
2493;yaudah kita hadapin dengan lingkungannya;fw;;;;;;;negative;0.9895499348640442;positive;0.7124249339103699;neutral;0.9998111128807068;positive;0.9774745106697083
2494;yang begini ya.;fw;;;;;;;neutral;0.9533941149711609;neutral;0.702131986618042;neutral;0.9998212456703186;negative;0.9954652190208435
2495;Kita harus cermat.;fw;;;;;;;neutral;0.9817426204681396;negative;0.9351986050605774;neutral;0.9997920393943787;positive;0.9866554737091064
2496;Betul, proaktif memang perlu.;fw;;;;;;;neutral;0.827860951423645;negative;0.9945011138916016;neutral;0.9998635053634644;neutral;0.9924353957176208
2497;Dalam hal memang,;fw;;;;;;;neutral;0.872435986995697;negative;0.9238743185997009;neutral;0.9998412132263184;neutral;0.4764680564403534
2498;bukan berarti hopeless setuju sama ko Cerny,;fw;;;;;;;positive;0.5628017783164978;negative;0.5456382036209106;neutral;0.9998587369918823;positive;0.7869290709495544
2499;tapi memang kita harus benahinnya;fw;;;;;;;positive;0.7644318342208862;positive;0.979152262210846;neutral;0.9998716115951538;negative;0.9986467957496643
2500;dari diri kita dulu.;fw;;;;;;;neutral;0.9941030144691467;positive;0.9857880473136902;neutral;0.9998961687088013;negative;0.9974114298820496
2501;Dari bawah pelan-pelan gerak ikhtiar,;fw;;;;;;;neutral;0.6407989859580994;neutral;0.9037843346595764;neutral;0.9978179931640625;positive;0.9892274141311646
2502;ingetin pelan-pelan,;fw;;;;;;;neutral;0.9315758943557739;neutral;0.43804091215133667;neutral;0.9998499155044556;positive;0.9975966811180115
2503;kalau bisa nasihatin ke atasnya,;fw;;;;;;;neutral;0.9533061385154724;neutral;0.9482709765434265;neutral;0.9998101592063904;positive;0.9863874912261963
2504;kalau bisa nanti ketemu sama menteri nasihatin,;fw;;;;;;;neutral;0.993413507938385;neutral;0.996015727519989;neutral;0.9989407658576965;neutral;0.99915611743927
2505;kalau bisa nanti ketemu sama presiden,;fw;;;;;;;neutral;0.9938515424728394;neutral;0.9851886034011841;neutral;0.9978712797164917;neutral;0.998390793800354
2506;empat mata dengan cara yang baik,;fw;;;;;;;neutral;0.531533420085907;negative;0.9034611582756042;positive;0.9985085129737854;positive;0.9996610879898071
2507;dan lain sebagainya.;fw;;;;;;;neutral;0.9531155228614807;positive;0.6587826013565063;neutral;0.9998443126678467;negative;0.9980899691581726
2508;Nah proses itu tuh.;fw;;;;;;;neutral;0.9793558716773987;positive;0.7219654321670532;neutral;0.9998835325241089;negative;0.9997714161872864
2509;Nah makanya banyak yang terjadi,;fw;;;;;;;neutral;0.7161110639572144;positive;0.6380931735038757;negative;0.9954368472099304;negative;0.9917173981666565
2510;ketika tadi misalnya orang-orang alergi,;fw;;;;;;;neutral;0.7749241590499878;positive;0.9822942018508911;neutral;0.999704897403717;negative;0.9996914863586426
2511;bagus kata-katanya ya,;fw;;;;;;;neutral;0.812168538570404;negative;0.8582128882408142;neutral;0.9998371601104736;positive;0.9995062351226807
2512;alergi terhadap demokrasi yang sudah memang hadir di negara ini,;fw;;;;;;;negative;0.9962562322616577;positive;0.9871014356613159;negative;0.9995416402816772;positive;0.9130480289459229
2513;lalu dia nggak suka misalnya,;fw;;;;;;;negative;0.9883185625076294;positive;0.9972414970397949;negative;0.9086926579475403;negative;0.9998168349266052
2514;tiba-tiba langsung bertindaknya kayak,;fw;;;;;;;neutral;0.9795418381690979;positive;0.9435832500457764;neutral;0.9998260140419006;negative;0.9980217218399048
2515;gimana ko Cerny,;fw;;;;;;;negative;0.7202171087265015;negative;0.7305278778076172;neutral;0.9998711347579956;neutral;0.9643383026123047
2516;kayak nggak sewajarnya sebagai warga negara gitu loh.;fw;;;;;;;negative;0.9818213582038879;positive;0.9953272342681885;neutral;0.9998132586479187;negative;0.99977046251297
2517;Menurut gue karena gini.;fw;;;;;;;neutral;0.6833478808403015;positive;0.6286110877990723;neutral;0.9998199343681335;negative;0.9997653365135193
2518;Itu.;fw;;;;;;;neutral;0.4663219749927521;positive;0.9944091439247131;neutral;0.9998472929000854;negative;0.9988263249397278
2519;Warga negara ini yang penting.;fw;;;;;;;neutral;0.9502893686294556;positive;0.6232365369796753;neutral;0.9998878240585327;positive;0.9976512789726257
